Region	Type of Place	Description	Discourse	Character(s) Involved	Date	Types Involved	Book	Roman Numerals	Pages		see Also	Date	Types Involved	Book Title	Book	Roman Numerals	Pages		Character Names	Place Raw	Quartier	Lat Long	WikiURL	ImageURL
The Small Tradespeople	Street	"A la Partie de Chasse d’Henri IV, Munier, wine, rue de
Saintonge, at the corner of the boulevard"					DE 	XXXVIII	193	 				Petit dictionnaire critique des enseignes de Paris 	DE 	XXXVIII	193	 						
The Small Tradespeople	Street	The rue du Temple					Exc	 	60	 				Exc	Exc	 	60	 		The rue du Temple				
The Small Tradespeople	Street	Formerly the rue du Temple was a gulf into which the water sank					SCM 	XXX	57	 				Splendeurs et misères des courtisanes 	SCM 	XXX	57	 		The rue du Temple				
The Small Tradespeople	Street	Grassou makes family portraits between the barrier of the Trone and the rue du Temple		Grassou			PGr	XVI	459	 				Pierre Grassou	PGr	XVI	459	 	Grassou	The rue du Temple				
The Small Tradespeople	Street	Florentine puts Philippe up in her apartment, rue de Vendôme		Florentine, Philippe			R 	IX	347, 545	 				La rabouilleuse	R 	IX	347, 545	 	Florentine, Philippe	rue de Vendôme				
The Small Tradespeople	Street	Lucien at Coralie’s, rue de Vendôme		Lucien			IP 	XII	189, 252, 254	 				Illusions perdues 	IP 	XII	189, 252, 254	 	Lucien	rue de Vendôme				
The Small Tradespeople	Street	Coralie obliged to leave apartment of the rue de Vendôme		Coralie			IP 	XII	313, 315, 324	 				Illusions perdues 	IP 	XII	313, 315, 324	 	Coralie	rue de Vendôme				
The Small Tradespeople	Street	Magnificence of Florentine’s apartment paid for by Gar dot (rue de Vendôme) (former apartment of Coralie given by Camusot)					DV	II	453	 				Un début dans la vie	DV	II	453	 		rue de Vendôme				
The Small Tradespeople	Street	Clerks come to Florentine’s, Oscar Husson with them					DV	II	460, 470, 473	 				Un début dans la vie	DV	II	460, 470, 473	 						
The Small Tradespeople	Street	A Ia Lampe Merveilleuse, Demarais, lanipseller, rue de Vendôme, 25					DE 	XXXVIII	170	 				Petit dictionnaire critique des enseignes de Paris 	DE 	XXXVIII	170	 		rue de Vendôme				
The Small Tradespeople	Street	The rue de Vendôme					ADB 	XL	482	 				Les Amours de Deux Bêtes Offerts en Exemple aux Jeunes Gens 	ADB 	XL	482	 		rue de Vendôme				
The Small Tradespeople	Club	The Chateau d’Eau					DE 	XXXVIII	159	 				Petit dictionnaire critique des enseignes de Paris 	DE 	XXXVIII	159	 		The Chateau				
The Small Tradespeople	Club	The Chateau never calununied by popular novelist					HPB 	XL	616	 				Histoire et physiologie des boulevards de Paris 	HPB 	XL	616	 		The Chateau				
The Small Tradespeople	Street	Jules goes to the place de Ia Rotonde-du-Temple		Jules			F 	XIII	103	 				Ferragus	F 	XIII	103	 	Jules	place de Ia Rotonde-du-Temple				
The Small Tradespeople	Street	The marche des Eafauts-Rouges					F 	XIII	113, 113	 				Ferragus	F 	XIII	113, 113	 						
The Small Tradespeople	hotel	The hôtel Soubise, in the Marais, an example of princely dwelling					SMC	XXX	286	 				Splendeurs et misères des courtisanes	SMC	XXX	286	 						
The Small Tradespeople		The Archives					MPP 	XL	563	 				Monographie de la presse parisienne	MPP 	XL	563	 						
The Small Tradespeople	Temple	Madelonnettes one of the thrée prisons at Paris		Madelonnettes			SMC 	XVI	8	 				Splendeurs et misères des courtisanes 	SMC 	XVI	8	 	Madelonnettes	Madelonnettes				
The Small Tradespeople	Temple	Vautrin talks of Madelonnettes when threatening le Biffo		Vautrin			SMC 	XVI	218	 				Splendeurs et misères des courtisanes 	SMC 	XVI	218	 	Vautrin	Madelonnettes				
The Small Tradespeople	Temple	Jacqueline says that Ia Gonore will get five years at the Madelonnettes		Jacqueline			SMC 	XVI	268	 				Splendeurs et misères des courtisanes 	SMC 	XVI	268	 	Jacqueline	Madelonnettes				
The Small Tradespeople	Temple	The royalist attempt to abduct Marie-Antoinette from the Temple					LV 	XXVI	12	 				LV 	LV 	XXVI	12	 		the Temple				
The Small Tradespeople	Temple	Louis XVI and the others imprisoned at the Temple					SRF 	XL	168	 				Six rois de France	SRF 	XL	168	 		the Temple				
The Small Tradespeople	Street	Pons sends Schmucke to get the vicar of Saint-François church		Pons			Po 	XVIII	277	 				Le cousin Pons	Po 	XVIII	277	 	Pons	Saint-François				
The Small Tradespeople	Street	The beadle of Saint-François was Cantinet, friend of Porn and Schmucke					Po 	XVIII	291, 292	 				Le cousin Pons	Po 	XVIII	291, 292	 		Saint-François				
The Small Tradespeople	Street	"Angelique Granvifle chose a house near Saint-François
church"		Angelique Granvifle			DF 	III	273	 				Une double famille 	DF 	III	273	 	Angelique Granvifle	Saint-François				
The Small Tradespeople	Temple	Emilie de Fontaine threatens to go bury herself in the convent of Mile Conde at the Temple					BS 	I	101	 				Le bal de Sceaux 	BS 	I	101	 		the Temple				
The Small Tradespeople	Shop	"Mont-de.Piete, description; Balzac’s conclusions about it"		Balzac			CGH 	XXXVIII	139-140	 				Code des gens honnêtes 	CGH 	XXXVIII	139-140	 	Balzac	The Mont-de-Piete				
The Small Tradespeople	Shop	M Gruget has taken her effects to the Mont-de-Piete		M Gruget			R 	IX	573	 				La rabouilleuse	R 	IX	573	 	M Gruget	The Mont-de-Piete				
The Small Tradespeople	Shop	Rastignac knows the Mont-de-Piete		Rastignac			PG 	VI.	381	 				Le père Goriot	PG 	VI.	381	 	Rastignac	The Mont-de-Piete				
The Small Tradespeople	Shop	D’Arthez takes his watch to the Mont-de-Piete in order to get fuel		D’Arthe			IP	XII	71	 				Illusions perdues	IP	XII	71	 	D’Arthe	The Mont-de-Piete				
The Small Tradespeople	Shop	The abuses of the Mont-de-Piete					PB	 XX	86	 				Les petits bougeois	PB	 XX	86	 		The Mont-de-Piete				
The Small Tradespeople	Shop	Commissioner at the Mont.de-Piete					DE 	XXXVIII	160	 				Petit dictionnaire critique des enseignes de Paris 	DE 	XXXVIII	160	 		The Mont-de-Piete				
The Small Tradespeople	Shop	Commissioner at the Mont.de-Piete					B	XVII	248, 249, 275	23				La cousine Bette	B	XVII	248, 249, 275	23		The Mont-de-Piete				
The Small Tradespeople	Shop	Commissioner at the Mont.de-Piete					FYO	XIII	32	 				La fille aux yeux d'or	FYO	XIII	32	 		The Mont-de-Piete				
The Small Tradespeople	Shop	Commissioner at the Mont.de-Piete					IP	XII	116	 				Illusions perdues	IP	XII	116	 		The Mont-de-Piete				
The Small Tradespeople	Shop	Commissioner at the Mont.de-Piete					PG	VI	268, 335.	 				Le père Goriot	PG	VI	268, 335.	 		The Mont-de-Piete				
The Small Tradespeople	Shop	"Bordin is an employée at the branch of the Mont-de
Piete (in the Latin quarter, however, rue des Petits Augustins)"		Bordin			EUC	XX	285, 286	 				EUC	EUC	XX	285, 286	 	Bordin	the Mont-de-Piete				
The Small Tradespeople	Shop	Politics of the Caisse d’Epargne					MN	XIV	404	 				La maison Nucingen	MN	XIV	404	 						
Le XIII Arrondissement	Street	The lorettes, the iionnes and the danseuses					GIl	XIX	288	 				GIl	GIl	XIX	288	 		The lorettes				
Le XIII Arrondissement	Street	Schmucke finally admits the existence of the lorette		Schmucke			Po	XVIII	27	 				Le cousin Pons	Po	XVIII	27	 	Schmucke	The lorettes				
Le XIII Arrondissement		Talk of Lionnes, Espagnoles, etc.					PrB	XVIII	27	 				Un prince de la Bohême	PrB	XVIII	27	 						
Le XIII Arrondissement	Street	"Lorettes do not pay; they have only credit"					HA	XVIII	403	 				HA	HA	XVIII	403	 		The lorettes				
Le XIII Arrondissement	Street	Young men chip in to kéep a two-cent lorette					B	XVII	229	 				La cousine Bette	B	XVII	229	 		The lorettes				
Le XIII Arrondissement	Street	Bette, having begun life as a starved goat, finishes it as a lio,me		Bette			B	XVII	183	 				La cousine Bette	B	XVII	183	 	Bette	The lorettes				
Le XIII Arrondissement	Street	The only people who bathe are lorettes, courtesans, and great ladies					SMC	XV	80	 				Splendeurs et misères des courtisanes	SMC	XV	80	 		The lorettes				
Le XIII Arrondissement	Street	Definition of the lorettes who compose le monde excep tionnel					IP	XII	197	 				Illusions perdues	IP	XII	197	 		The lorettes				
Le XIII Arrondissement	Quarter	Mme Schontz is a Béatrix of the quarter Saint-Georges		Mme Schontz			Beat	V	317	 				Béatrix	Beat	V	317	 	Mme Schontz	quarter Saint-Georges				
Le XIII Arrondissement	Quarter	The Schontzes and Antonias of the quarter Saint-Georges		Schontzes, Antonias			Beat	V	357, 372	 				Béatrix	Beat	V	357, 372	 	Schontzes, Antonias	quarter Saint-Georges				
Le XIII Arrondissement	Quarter	The quarter Saint-Georges mentioned a propos of lionizes					VLA	XL	458	 				Voyage d'un lion d'Afrique à Paris et ce qui s'ensuivit	VLA	XL	458	 		quarter Saint-Georges				
Le XIII Arrondissement	Quarter	The Aspasias of the quarter Notre-Dame-de-Lorette and their connection with Speculation		Aspasias			Beat	V	321	 				Béatrix	Beat	V	321	 	Aspasias	quarter Saint-Georges				
Le XIII Arrondissement	Quarter	Rivet advises Bette no to let Steinbock go to the quarter Notre-Dame-de-Lorette		Steinbock			B	XVII	82	 				La cousine Bette	B	XVII	82	 	Steinbock	quarter Notre-Dame-de-Lorette				
Le XIII Arrondissement	Quarter	Claparon says his company is speculating in the Champs Elysees, about the Bourse, in the Tivoli quarter, Saint Lazare, etc.		Claparon			GDCB	XIV	254	 				Histoire de la grandeur et la décadence de César Birotteau	GDCB	XIV	254	 	Claparon	quarter Notre-Dame-de-Lorette				
Le XIII Arrondissement	Quarter	Josepha offers to Hulot little Bijou, whom he is to marry in the XIII’ “.		Josepha, Hulot			B	XVII	386	 				La cousine Bette	B	XVII	386	 	Josepha, Hulot					
Le XIII Arrondissement	Quarter	Arthur de Rochefide was not blamed by anybody for marrying a woman in the XflELe		Arthur de Rochefide			Beat	V	323	 				Béatrix	Beat	V	323	 	Arthur de Rochefide					
Le XIII Arrondissement	Quarter	Selimucke begins to understand the fabulous existence of the lorette, the XIII’ “, etc.		Selimucke			Po	XVIII	27	 				Le cousin Pons	Po	XVIII	27	 	Selimucke					
Le XIII Arrondissement	Quarter	"In the XIII’ “, as elsewhere, the lover is the last to learn of his mistress’s infidelity; such is the situation of IIuIot and Josepha"		Josepha, Hulot			B	XVII	21	 				La cousine Bette	B	XVII	21	 	Josepha, Hulot					
Le XIII Arrondissement	Quarter	A certain house of the place Saint-Georges is the finest in Paris, says Balzac		Balzac			LE	II	276	 				Lettre aux écrivains français du XIXe siècle	LE	II	276	 	Balzac	place Saint-George				
Le XIII Arrondissement	Quarter	Monceau will be the same thing as the quarter Notre Dame.deLorette, as Paris is developing at the moment		Monceau			LE	III	53	 				Lettre aux écrivains français du XIXe siècle	LE	III	53	 	Monceau	quarter Notre-Dame-de-Lorette				
Le XIII Arrondissement	Street	The house of the rue Fontaine					LE	III	38, 39, 41, 43, 302.	 				Lettre aux écrivains français du XIXe siècle	LE	III	38, 39, 41, 43, 302.	 		rue Fontaine				
Le XIII Arrondissement	Street	Consideration of a little house, rue des Petits-Hôtels					LE	III	136, 137.	 				Lettre aux écrivains français du XIXe siècle	LE	III	136, 137.	 		rue des Petits-Hôtels				
Le XIII Arrondissement	Street	"Nacquart buys a house in the rue de Trevise; the price"		Nacquart			C	II	302	 				Correspondence	C	II	302	 	Nacquart	rue de Trevise				
Le XIII Arrondissement	Street	The faubourg Saint-Gerinain of the XIII”					Beat	V	325	 				Béatrix	Beat	V	325	 		faubourg Saint-Gerinain				
Le XIII Arrondissement	Street	About 1s33, d’Arthez lives in the rue de Bellefond			1533		SPC	XVI	334	 				Les secrets de la princesse de Cadignan	SPC	XVI	334	 		rue de Bellefond				
Le XIII Arrondissement	Street	du Ronceret arranges a house for Mme Cadine in the rue Blanche		Ronceret			Beat	V	334	 				Béatrix	Beat	V	334	 	Ronceret	rue Blanche				
Le XIII Arrondissement	Street	Rochefide rents a small hôtel for Mme Schontz in the rue de ha Bruyere		Rochefide			Beat	V	327, 357, 364	 				Béatrix	Beat	V	327, 357, 364	 	Rochefide	rue de ha Bruyere				
Le XIII Arrondissement	Street	Former carriagemaker Croizeau lives in the rue de Buffault		Croizeau			HA	XVIII	413	 				HA	HA	XVIII	413	 	Croizeau	rue de ha Bruyere				
Le XIII Arrondissement	Street	La Raboujhleuse at the corner of the rile Chanterejne		La Raboujhleuse			R	IX	572	 				La Rabouilleuse	R	IX	572	 	La Raboujhleuse	rue de Bellefond				
Le XIII Arrondissement	Street	Maison Mongenot situated in the rue Chantereine (rue de Ia Victoire)		Maison Mongenot			MM	II	148	 				Modeste Mignon	MM	II	148	 	Maison Mongenot	rile Chanterejne				
Le XIII Arrondissement	Street	Bridean buys a fine hôtel in the rue de Clichy		Bridean			R	IX	557, 571	 				La Rabouilleuse	R	IX	557, 571	 	Bridean	rue de Clichy				
Le XIII Arrondissement	Street	The rue (prison) de Clichy					Fai	XXXV	205	 				Le Faiseur	Fai	XXXV	205	 		rue de Clichy				
Le XIII Arrondissement	Street	The rue (prison) de Clichy					FE	IV	87, 197.	 				Une fille d'Eve	FE	IV	87, 197.	 		rue de Clichy				
Le XIII Arrondissement	Street	Mme Chocardelle’s cabinet de lecture is situated in the rue Coquenard		Mme Chocardelle			HA	XVIII	412	 				HA	HA	XVIII	412	 	Mme Chocardelle	rue Coquenard				
Le XIII Arrondissement	Street	Rochefide installs Mme Schontz in the rue Coquenard (Lamartine)		Rochefide			Beat	V	323	 				Béatrix	Beat	V	323	 	Rochefide	rue Coquenard				
Le XIII Arrondissement	Street	Castanier takes the rue du faubourg-Montmartre		Castanier			MR	XXVII	330	 				MR	MR	XXVII	330	 	Castanier	rue du faubourg-Montmartre				
Le XIII Arrondissement	Street	Lousteau sees Dinah in the rue du Faubourg-Montmarte		Lousteau, Dinah			MD	X	193	 				La muse du département	MD	X	193	 	Lousteau, Dinah	rue du faubourg-Montmartre				
Le XIII Arrondissement	Street	Au Lien des Nations, novelties, rue du Faubourg-Mont.. nlartre, s7					DE	XXXVIII	171	 				Petit dictionnaire critique des enseignes de Paris	DE	XXXVIII	171	 		rue du faubourg-Montmartre				
Le XIII Arrondissement	Street	Present heart of Paris is between the rue de Ia Chaussee d’Antin and the rue du Faubourg.Montmae					HPB	XL	614	 				Histoire et physiologie des boulevards de Paris	HPB	XL	614	 		rue du faubourg-Montmartre				
Le XIII Arrondissement	Street	Mme Schontz, a lorette, lived in the rue Flechier in 1s36		Mme Schontz	1936		MD	X	183	 				La muse du département	MD	X	183	 	Mme Schontz	rue Flechier				
Le XIII Arrondissement	Street	Mme Cardot and FOlieje come to see Lousteau, her fiance, in the rue des Martyrs, where he had settled in 1s33		Mme Cardot			MD	X	182, 192, 193, 209	 				La muse du département	MD	X	182, 192, 193, 209	 	Mme Cardot	rue des Martyrs				
Le XIII Arrondissement	Street	Fougeres’ atelier in upper part of the rue des Martyrs					PGr	XVI	441 443	 				Pierre Grassou	PGr	XVI	441 443	 		rue des Martyrs				
Le XIII Arrondissement	Street	The rue des Martyrs					TA	XXXIX	516	 				Terme d'Avril	TA	XXXIX	516	 		rue des Martyrs				
Le XIII Arrondissement	Street	In 1s32 Fougeres lives in the rue de Navarin			1532		PGr	XVI	437, 446, 447	 				Pierre Grassou	PGr	XVI	437, 446, 447	 		rue de Navarin				
Le XIII Arrondissement	Street	The rue de Navarjn is one of the limits of the heart of Paris					HA	XVIII	403	 				HA	HA	XVIII	403	 		rue de Navarin				
Le XIII Arrondissement	Street	The rue de Navarin					LF	 	216	 				LF	LF	 	216	 		rue de Navarin				
Le XIII Arrondissement	Street	Mme Schontz receives from Arthur a fine apartment in the rue Neuve-Saint-Georges		Mme Schontz			Beat	V	324	 				Béatrix	Beat	V	324	 	Mme Schontz	rue Neuve-Saint-Georges				
Le XIII Arrondissement	Street	"Crevel lives for a time at Heloise Brisetout’s in the rue Notre-Dame-de-Lorette (formerly rue Chauchat)
Notre-Dame-de-Lorette (formerly rue Chauchat)"		Crevel			B	XVII	136	24				La cousine Bette	B	XVII	136	24	Crevel	rue Neuve-Saint-Georges				
Le XIII Arrondissement	Street	"Crevel lives for a time at Heloise Brisetout’s in the rue Notre-Dame-de-Lorette (formerly rue Chauchat)
Notre-Dame-de-Lorette (formerly rue Chauchat)"		Crevel			LE	III	38, 39	 				Lettre aux écrivains français du XIXe siècle	LE	III	38, 39	 	Crevel	rue Neuve-Saint-Georges				
Le XIII Arrondissement	Hotels	The rue des Petits-Hôte]s					LE	III	136, 139, 140.	 				Lettre aux écrivains français du XIXe siècle	LE	III	136, 139, 140.	 		rue des Petits-Hôte]s				
Le XIII Arrondissement	Area	Florine had a house of her own in the rue Pigalle		Florine			FE	IV	157	 				Une fille d'Eve	FE	IV	157	 	Florine	rue Pigalle				
Le XIII Arrondissement	Area	La Palferine maintains his residence in rue Pigafle		La Palferine			HA	XVIII	405	 				HA	HA	XVIII	405	 	La Palferine	rue Pigalle				
Le XIII Arrondissement	Area	Maxixne de Trailles lives in the rue Pigalle		Maxixne de Trailles			HA	XVIII	412	 				HA	HA	XVIII	412	 	Maxixne de Trailles	rue Pigalle				
Le XIII Arrondissement	Street	"Nucingen sets Esther up in the rue Saint-Georges; the
action takes place in this house (bedid balai), formerly
Mme du Val-Noble’s house; Esther about to become
owner of the house; the house-warming"		Nucingen			SMC	XV	209, 225, 226, 236, 238, 243, 248, 250, 253, 255, 286, 289, 295, 337.	 				Splendeurs et misères des courtisanes	SMC	XV	209, 225, 226, 236, 238, 243, 248, 250, 253, 255, 286, 289, 295, 337.	 	Nucingen	rue Saint-Georges				
Le XIII Arrondissement	Street	Philippe puts la Rabouilleuse up in the rue Saint-Georges		Philippe			R	IX	557	 				La Rabouilleuse	R	IX	557	 	Philippe	rue Saint-Georges				
Le XIII Arrondissement	Street	Justice procedure in the rue Saint-Georges					SMC	XVI	68	 				Splendeurs et misères des courtisanes	SMC	XVI	68	 		rue Saint-Georges				
Le XIII Arrondissement	Street	"Béatrix is the ""lady of the rue Saint-Georges”"		Béatrix			Beat	V	317, 337	 				Béatrix	Beat	V	317, 337	 	Béatrix	rue Saint-Georges				
Le XIII Arrondissement	Street	Carabine’s little salon situated in the rue Saint-Georges		Carabine’s			B	XVII	449, 457.	 				La cousine Bette	B	XVII	449, 457.	 	Carabine’s	rue Saint-Georges				
Le XIII Arrondissement	Street	"Saint-Georges; history of that house"					CSS	XIX	307, 364	 				Les comédiens sans le savoir	CSS	XIX	307, 364	 		rue Saint-Georges				
Le XIII Arrondissement	Street	The hôtel de Thiers in the rue Saint-Georges					RePa	XL	339, 342	 				Revue parisienne	RePa	XL	339, 342	 		rue Saint-Georges				
Le XIII Arrondissement	Street	The rue Saint-Lazare is one of the limits of Paris					M	XXIX	104	 				M	M	XXIX	104	 		rue Saint-Lazare				
